Paper_Name,Year,Citation_Number,Author_Name,Snippet,Link
The Complexity of Interactively Learning a Stable Matching by Trial and Error,2020,5,Ehsan Emamjomeh-Zadeh/Yannai A. Gonczarowski/David Kempe,"In a stable matching setting, we consider a query model that allows for an interactive learning algorithm to make precisely one type of query: proposing a matching, the response to which is either that the proposed matching is stable, or a blocking pair (chosen adversarially) indicating that this matching is unstable. For one-to-one matching markets, our main result is an essentially tight upper bound of $ O (n^ 2\log n) $ on the deterministic query complexity of interactively learning a stable matching in this coarse query model …",https://arxiv.org/abs/2002.07363
Efficient Matchmaking in Assignment Games with Application to Online Platforms,2020,1,Peng Shi,"While online platforms such as Uber, Lyft and Airbnb have upended the transportation and accommodation industries, similar startups have struggled to realize comparable levels of success in other industries. For example, in the home services industry, the startup Homejoy, which aspired to be the Uber for home cleaning, went bankrupt in 2015 despite having raised $40 million of funding and having assembled an impressive engineering team. Among the host of competing platforms in the home services industry, there is no consensus …",https://dl.acm.org/doi/abs/10.1145/3391403.3399449
Incentive Auction Design Alternatives: A Simulation Study,2020,6,Neil Newman/Kevin Leyton-Brown/Paul Milgrom/Ilya Segal,"Over 13 months in 2016-17 the US Federal Communications Commission (FCC) conducted an"" incentive auction"" to repurpose radio spectrum from broadcast television to wireless internet. The result of the auction was to remove 14 UHF-TV channels from broadcast use, sell 70 MHz of wireless internet licenses for 19.8billion,andcreate14MHzofspectrumforunlicensedu….WithfewerUHFchannelsremainingforTVbroa…,theTVspectrumwasalsoreorganized.Eachstationwaseither""repacked""intheleftoverchannelsorvoluntarilysolditsbro…,eithergoingofftheairorswitchingtoadifferentb …",https://dl.acm.org/doi/abs/10.1145/3391403.3399499
Information Choice in Auctions,2020,14,Nina Bobkova,"… Different auction mechanisms might give rise to different incentives to bidders … information about. In this paper, I find the auction mechanism which gives rise to efficient information …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4026700
Budget-Constrained Incentive Compatibility for Stationary Mechanisms,2020,6,Santiago R. Balseiro/Anthony Kim/Mohammad Mahdian/Vahab S. Mirrokni,"Motivated by online advertising applications, we study incentive properties of stationary mechanisms that satisfy budget constraints in expectation at a stationary equilibrium. We consider a general repeated auction setting where a seller sells identical items to buyers with budget constraints and the buyers' value distributions can be arbitrarily correlated. We introduce the novel notion of budget-constrained incentive compatibility (BCIC) under which each buyer chooses an optimal bidding strategy among stationary budget-feasible bidding …",https://dl.acm.org/doi/abs/10.1145/3391403.3399472
Vertically Disintegrated Platforms,2020,9,Christoph Aymanns/Mathias Dewatripont/Tarik Roukny,"Understanding the implications of digital platform strategies on user welfare has become a crucial issue for policy makers and economists alike. In payments, distributed ledger technologies such as the blockchain have introduced new models of platform governance in the form of vertically disintegrated platforms (VDP). In this paper, we develop a framework to study the implications of vertical disintegration on user welfare. A VDP mediates between users and processors that enable interactions between users. The VDP controls the price …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3507355
An Economic Analysis of Difficulty Adjustment Algorithms in Proof-of-Work Blockchain Systems,2020,20,Shunya Noda/Kyohei Okumura/Yoshinori Hashimoto,"We develop an economic model of the Proof-of-Work blockchain system. We demonstrate that, when the hash supply is highly elastic, the Bitcoin difficulty adjustment algorithm (DAA) fails to stabilize the block arrival rate. In contrast, the DAA of another cryptocurrency, Bitcoin Cash, is stable under a weak condition. We also provide empirical evidence and simulation results supporting the model's prediction. The current Bitcoin system might collapse once a sharp price reduction lowers the mining reward. While this crisis can be prevented through …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3410460
Continuous Credit Networks and Layer 2 Blockchains: Monotonicity and Sampling,2020,2,Ashish Goel/Geoffrey Ramseyer,"To improve transaction rates, many cryptocurrencies have implemented so-called"" Layer-2"" transaction protocols, where payments are routed across networks of private payment channels. However, for a given transaction, not every network state provides a feasible route to perform the payment; in this case, the transaction must be put on the public ledger. The payment channel network thus multiplies the transaction rate of the overall system; the less frequently it fails, the higher the multiplier. We build on earlier work on credit networks and …",https://dl.acm.org/doi/abs/10.1145/3391403.3399533
Convex Optimization for Bundle Size Pricing Problem,2020,11,Xiaobo Li/Hailong Sun/Chung-Piaw Teo,"We study the bundle size pricing (BSP) problem where a monopolist sells bundles of products to customers, and the price of each bundle depends only on the size (number of items) of the bundle. Although this pricing mechanism is attractive in practice, finding optimal bundle prices is difficult since it involves characterizing distributions of the maximum partial sums of order statistics. In this paper, we propose to solve the BSP problem under a class of choice model using only the first and second moments of customer valuations. We show that …",https://dl.acm.org/doi/abs/10.1145/3391403.3399480
Optimizing Offer Sets in Sub-Linear Time,2020,0,Vivek F. Farias/Andrew A. Li/Deeksha Sinha,"Personalization and recommendations are now accepted as core competencies in just about every online setting, ranging from media platforms to e-commerce to social networks. While the challenge of estimating user preferences has garnered significant attention, the operational problem of using such preferences to construct personalized offer sets to users is largely still open, particularly in modern settings where a massive number of items and a millisecond response time requirement mean that even enumerating all of the items is …",https://dl.acm.org/doi/abs/10.1145/3391403.3399544
